[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Trackers\vardefs.php on line 42
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'ImportMap' in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'UsersLastImport' in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 173
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 173
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'ImportMap' in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'UsersLastImport' in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 173
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Import\vardefs.php on line 173
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'Administration' in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'UpgradeHistory' in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 70
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 70
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'Administration' in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 41
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'UpgradeHistory' in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 70
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Administration\vardefs.php on line 70
[25-Oct-2017 08:17:54 UTC] PHP Warning:  Illegal string offset 'vCal' in C:\inetpub\suiteCRM\modules\vCals\vardefs.php on line 43
[25-Oct-2017 08:17:54 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\vCals\vardefs.php on line 43
[25-Oct-2017 08:17:55 UTC] PHP Warning:  Illegal string offset 'Alert' in C:\inetpub\suiteCRM\modules\Alerts\vardefs.php on line 40
[25-Oct-2017 08:17:55 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Alerts\vardefs.php on line 40
[25-Oct-2017 08:17:55 UTC] PHP Warning:  Illegal string offset 'Role' in C:\inetpub\suiteCRM\modules\Roles\vardefs.php on line 41
[25-Oct-2017 08:17:55 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Roles\vardefs.php on line 41
[25-Oct-2017 08:17:55 UTC] PHP Warning:  Illegal string offset 'Document' in C:\inetpub\suiteCRM\modules\Documents\vardefs.php on line 41
[25-Oct-2017 08:17:55 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Documents\vardefs.php on line 41
[25-Oct-2017 08:17:55 UTC] PHP Warning:  Illegal string offset 'DocumentRevision' in C:\inetpub\suiteCRM\modules\DocumentRevisions\vardefs.php on line 42
[25-Oct-2017 08:17:55 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\DocumentRevisions\vardefs.php on line 42
[25-Oct-2017 08:17:55 UTC] PHP Warning:  Illegal string offset 'FieldsMetaData' in C:\inetpub\suiteCRM\modules\DynamicFields\vardefs.php on line 42
[25-Oct-2017 08:17:55 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\DynamicFields\vardefs.php on line 42
[25-Oct-2017 08:17:56 UTC] PHP Warning:  Illegal string offset 'InboundEmail' in C:\inetpub\suiteCRM\modules\InboundEmail\vardefs.php on line 41
[25-Oct-2017 08:17:56 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\InboundEmail\vardefs.php on line 41
[25-Oct-2017 08:17:56 UTC] PHP Warning:  Illegal string offset 'SavedSearch' in C:\inetpub\suiteCRM\modules\SavedSearch\vardefs.php on line 41
[25-Oct-2017 08:17:56 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\SavedSearch\vardefs.php on line 41
[25-Oct-2017 08:17:56 UTC] PHP Warning:  Illegal string offset 'UserPreference' in C:\inetpub\suiteCRM\modules\UserPreferences\vardefs.php on line 114
[25-Oct-2017 08:17:56 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\UserPreferences\vardefs.php on line 114
[25-Oct-2017 08:17:56 UTC] PHP Warning:  Illegal string offset 'Spots' in C:\inetpub\suiteCRM\modules\Spots\vardefs.php on line 39
[25-Oct-2017 08:17:56 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Spots\vardefs.php on line 39
[25-Oct-2017 08:17:57 UTC] PHP Warning:  Illegal string offset 'AOBH_BusinessHours' in C:\inetpub\suiteCRM\modules\AOBH_BusinessHours\vardefs.php on line 40
[25-Oct-2017 08:17:57 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOBH_BusinessHours\vardefs.php on line 40
[25-Oct-2017 08:17:57 UTC] PHP Warning:  Illegal string offset 'SugarFeed' in C:\inetpub\suiteCRM\modules\SugarFeed\vardefs.php on line 40
[25-Oct-2017 08:17:57 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\SugarFeed\vardefs.php on line 40
[25-Oct-2017 08:17:57 UTC] PHP Warning:  Illegal string offset 'EAPM' in C:\inetpub\suiteCRM\modules\EAPM\vardefs.php on line 40
[25-Oct-2017 08:17:57 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\EAPM\vardefs.php on line 40
[25-Oct-2017 08:17:58 UTC] PHP Warning:  Illegal string offset 'OAuthKey' in C:\inetpub\suiteCRM\modules\OAuthKeys\vardefs.php on line 41
[25-Oct-2017 08:17:58 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\OAuthKeys\vardefs.php on line 41
[25-Oct-2017 08:17:58 UTC] PHP Warning:  Illegal string offset 'OAuthToken' in C:\inetpub\suiteCRM\modules\OAuthTokens\vardefs.php on line 41
[25-Oct-2017 08:17:58 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\OAuthTokens\vardefs.php on line 41
[25-Oct-2017 08:17:58 UTC] PHP Warning:  Illegal string offset 'AM_ProjectTemplates' in C:\inetpub\suiteCRM\modules\AM_ProjectTemplates\vardefs.php on line 40
[25-Oct-2017 08:17:58 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AM_ProjectTemplates\vardefs.php on line 40
[25-Oct-2017 08:17:58 UTC] PHP Warning:  Illegal string offset 'AM_TaskTemplates' in C:\inetpub\suiteCRM\modules\AM_TaskTemplates\vardefs.php on line 41
[25-Oct-2017 08:17:58 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AM_TaskTemplates\vardefs.php on line 41
[25-Oct-2017 08:17:59 UTC] PHP Warning:  Illegal string offset 'Favorites' in C:\inetpub\suiteCRM\modules\Favorites\vardefs.php on line 39
[25-Oct-2017 08:17:59 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Favorites\vardefs.php on line 39
[25-Oct-2017 08:17:59 UTC] PHP Warning:  Illegal string offset 'AOK_Knowledge_Base_Categories' in C:\inetpub\suiteCRM\modules\AOK_Knowledge_Base_Categories\vardefs.php on line 44
[25-Oct-2017 08:17:59 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOK_Knowledge_Base_Categories\vardefs.php on line 44
[25-Oct-2017 08:17:59 UTC] PHP Warning:  Illegal string offset 'AOK_KnowledgeBase' in C:\inetpub\suiteCRM\modules\AOK_KnowledgeBase\vardefs.php on line 40
[25-Oct-2017 08:17:59 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOK_KnowledgeBase\vardefs.php on line 40
[25-Oct-2017 08:18:00 UTC] PHP Warning:  Illegal string offset 'Reminder' in C:\inetpub\suiteCRM\modules\Reminders\vardefs.php on line 42
[25-Oct-2017 08:18:00 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Reminders\vardefs.php on line 42
[25-Oct-2017 08:18:00 UTC] PHP Warning:  Illegal string offset 'Reminder_Invitee' in C:\inetpub\suiteCRM\modules\Reminders_Invitees\vardefs.php on line 42
[25-Oct-2017 08:18:00 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Reminders_Invitees\vardefs.php on line 42
[25-Oct-2017 08:18:00 UTC] PHP Warning:  Illegal string offset 'FP_events' in C:\inetpub\suiteCRM\modules\FP_events\vardefs.php on line 40
[25-Oct-2017 08:18:00 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\FP_events\vardefs.php on line 40
[25-Oct-2017 08:18:01 UTC] PHP Warning:  Illegal string offset 'FP_Event_Locations' in C:\inetpub\suiteCRM\modules\FP_Event_Locations\vardefs.php on line 40
[25-Oct-2017 08:18:01 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\FP_Event_Locations\vardefs.php on line 40
[25-Oct-2017 08:18:01 UTC] PHP Warning:  Illegal string offset 'AOD_IndexEvent' in C:\inetpub\suiteCRM\modules\AOD_IndexEvent\vardefs.php on line 40
[25-Oct-2017 08:18:01 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOD_IndexEvent\vardefs.php on line 40
[25-Oct-2017 08:18:01 UTC] PHP Warning:  Illegal string offset 'AOD_Index' in C:\inetpub\suiteCRM\modules\AOD_Index\vardefs.php on line 40
[25-Oct-2017 08:18:01 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOD_Index\vardefs.php on line 40
[25-Oct-2017 08:18:02 UTC] PHP Warning:  Illegal string offset 'AOP_Case_Events' in C:\inetpub\suiteCRM\modules\AOP_Case_Events\vardefs.php on line 39
[25-Oct-2017 08:18:02 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOP_Case_Events\vardefs.php on line 39
[25-Oct-2017 08:18:02 UTC] PHP Warning:  Illegal string offset 'AOP_Case_Updates' in C:\inetpub\suiteCRM\modules\AOP_Case_Updates\vardefs.php on line 40
[25-Oct-2017 08:18:02 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOP_Case_Updates\vardefs.php on line 40
[25-Oct-2017 08:18:03 UTC] PHP Warning:  Illegal string offset 'AOR_Report' in C:\inetpub\suiteCRM\modules\AOR_Reports\vardefs.php on line 40
[25-Oct-2017 08:18:03 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOR_Reports\vardefs.php on line 40
[25-Oct-2017 08:18:03 UTC] PHP Warning:  Illegal string offset 'AOR_Field' in C:\inetpub\suiteCRM\modules\AOR_Fields\vardefs.php on line 25
[25-Oct-2017 08:18:03 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOR_Fields\vardefs.php on line 25
[25-Oct-2017 08:18:03 UTC] PHP Warning:  Illegal string offset 'AOR_Chart' in C:\inetpub\suiteCRM\modules\AOR_Charts\vardefs.php on line 25
[25-Oct-2017 08:18:03 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOR_Charts\vardefs.php on line 25
[25-Oct-2017 08:18:03 UTC] PHP Warning:  Illegal string offset 'AOR_Condition' in C:\inetpub\suiteCRM\modules\AOR_Conditions\vardefs.php on line 25
[25-Oct-2017 08:18:03 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOR_Conditions\vardefs.php on line 25
[25-Oct-2017 08:18:04 UTC] PHP Warning:  Illegal string offset 'AOR_Scheduled_Reports' in C:\inetpub\suiteCRM\modules\AOR_Scheduled_Reports\vardefs.php on line 39
[25-Oct-2017 08:18:04 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOR_Scheduled_Reports\vardefs.php on line 39
[25-Oct-2017 08:18:04 UTC] PHP Warning:  Illegal string offset 'AOS_Contracts' in C:\inetpub\suiteCRM\modules\AOS_Contracts\vardefs.php on line 40
[25-Oct-2017 08:18:04 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_Contracts\vardefs.php on line 40
[25-Oct-2017 08:18:04 UTC] PHP Warning:  Illegal string offset 'AOS_Invoices' in C:\inetpub\suiteCRM\modules\AOS_Invoices\vardefs.php on line 41
[25-Oct-2017 08:18:04 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_Invoices\vardefs.php on line 41
[25-Oct-2017 08:18:05 UTC] PHP Warning:  Illegal string offset 'AOS_PDF_Templates' in C:\inetpub\suiteCRM\modules\AOS_PDF_Templates\vardefs.php on line 45
[25-Oct-2017 08:18:05 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_PDF_Templates\vardefs.php on line 45
[25-Oct-2017 08:18:05 UTC] PHP Warning:  Illegal string offset 'AOS_Product_Categories' in C:\inetpub\suiteCRM\modules\AOS_Product_Categories\vardefs.php on line 40
[25-Oct-2017 08:18:05 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_Product_Categories\vardefs.php on line 40
[25-Oct-2017 08:18:05 UTC] PHP Warning:  Illegal string offset 'AOS_Products' in C:\inetpub\suiteCRM\modules\AOS_Products\vardefs.php on line 40
[25-Oct-2017 08:18:05 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_Products\vardefs.php on line 40
[25-Oct-2017 08:18:06 UTC] PHP Warning:  Illegal string offset 'AOS_Products_Quotes' in C:\inetpub\suiteCRM\modules\AOS_Products_Quotes\vardefs.php on line 26
[25-Oct-2017 08:18:06 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_Products_Quotes\vardefs.php on line 26
[25-Oct-2017 08:18:06 UTC] PHP Warning:  Illegal string offset 'AOS_Line_Item_Groups' in C:\inetpub\suiteCRM\modules\AOS_Line_Item_Groups\vardefs.php on line 27
[25-Oct-2017 08:18:06 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_Line_Item_Groups\vardefs.php on line 27
[25-Oct-2017 08:18:06 UTC] PHP Warning:  Illegal string offset 'AOS_Quotes' in C:\inetpub\suiteCRM\modules\AOS_Quotes\vardefs.php on line 40
[25-Oct-2017 08:18:06 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOS_Quotes\vardefs.php on line 40
[25-Oct-2017 08:18:07 UTC] PHP Warning:  Illegal string offset 'AOW_Action' in C:\inetpub\suiteCRM\modules\AOW_Actions\vardefs.php on line 26
[25-Oct-2017 08:18:07 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOW_Actions\vardefs.php on line 26
[25-Oct-2017 08:18:07 UTC] PHP Warning:  Illegal string offset 'AOW_WorkFlow' in C:\inetpub\suiteCRM\modules\AOW_WorkFlow\vardefs.php on line 41
[25-Oct-2017 08:18:07 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOW_WorkFlow\vardefs.php on line 41
[25-Oct-2017 08:18:07 UTC] PHP Warning:  Illegal string offset 'AOW_Processed' in C:\inetpub\suiteCRM\modules\AOW_Processed\vardefs.php on line 26
[25-Oct-2017 08:18:07 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOW_Processed\vardefs.php on line 26
[25-Oct-2017 08:18:07 UTC] PHP Warning:  Illegal string offset 'AOW_Condition' in C:\inetpub\suiteCRM\modules\AOW_Conditions\vardefs.php on line 26
[25-Oct-2017 08:18:07 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\AOW_Conditions\vardefs.php on line 26
[25-Oct-2017 08:18:08 UTC] PHP Warning:  Illegal string offset 'jjwg_Maps' in C:\inetpub\suiteCRM\modules\jjwg_Maps\vardefs.php on line 41
[25-Oct-2017 08:18:08 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\jjwg_Maps\vardefs.php on line 41
[25-Oct-2017 08:18:08 UTC] PHP Warning:  Illegal string offset 'jjwg_Markers' in C:\inetpub\suiteCRM\modules\jjwg_Markers\vardefs.php on line 41
[25-Oct-2017 08:18:08 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\jjwg_Markers\vardefs.php on line 41
[25-Oct-2017 08:18:09 UTC] PHP Warning:  Illegal string offset 'jjwg_Areas' in C:\inetpub\suiteCRM\modules\jjwg_Areas\vardefs.php on line 41
[25-Oct-2017 08:18:09 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\jjwg_Areas\vardefs.php on line 41
[25-Oct-2017 08:18:09 UTC] PHP Warning:  Illegal string offset 'jjwg_Address_Cache' in C:\inetpub\suiteCRM\modules\jjwg_Address_Cache\vardefs.php on line 3
[25-Oct-2017 08:18:09 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\jjwg_Address_Cache\vardefs.php on line 3
[25-Oct-2017 08:18:09 UTC] PHP Warning:  Illegal string offset 'Calls_Reschedule' in C:\inetpub\suiteCRM\modules\Calls_Reschedule\vardefs.php on line 40
[25-Oct-2017 08:18:09 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\Calls_Reschedule\vardefs.php on line 40
[25-Oct-2017 08:18:10 UTC] PHP Warning:  Illegal string offset 'SecurityGroup' in C:\inetpub\suiteCRM\modules\SecurityGroups\vardefs.php on line 3
[25-Oct-2017 08:18:10 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\SecurityGroups\vardefs.php on line 3
[25-Oct-2017 08:18:10 UTC] PHP Warning:  Illegal string offset 'OutboundEmailAccounts' in C:\inetpub\suiteCRM\modules\OutboundEmailAccounts\vardefs.php on line 41
[25-Oct-2017 08:18:10 UTC] PHP Notice:  Array to string conversion in C:\inetpub\suiteCRM\modules\OutboundEmailAccounts\vardefs.php on line 41
